"";"x"
"29729";"ENSMUSG00000088004"
"29730";"ENSMUSG00000088005"
"29731";"ENSMUSG00000088008"
"29732";"ENSMUSG00000088009"
"29733";"ENSMUSG00000088010"
"29734";"ENSMUSG00000088014"
"29735";"ENSMUSG00000088015"
"29736";"ENSMUSG00000088016"
"29737";"ENSMUSG00000088017"
"29738";"ENSMUSG00000088018"
"29739";"ENSMUSG00000088019"
"29740";"ENSMUSG00000088020"
"29741";"ENSMUSG00000088021"
"29742";"ENSMUSG00000088022"
"29743";"ENSMUSG00000088025"
"29744";"ENSMUSG00000088026"
"29745";"ENSMUSG00000088027"
"29746";"ENSMUSG00000088028"
"29747";"ENSMUSG00000088030"
"29748";"ENSMUSG00000088031"
"29749";"ENSMUSG00000088036"
"29750";"ENSMUSG00000088037"
"29751";"ENSMUSG00000088039"
"29752";"ENSMUSG00000088040"
"29753";"ENSMUSG00000088041"
"29754";"ENSMUSG00000088043"
"29755";"ENSMUSG00000088044"
"29756";"ENSMUSG00000088045"
"29757";"ENSMUSG00000088046"
"29758";"ENSMUSG00000088047"
"29759";"ENSMUSG00000088048"
"29760";"ENSMUSG00000088049"
"29761";"ENSMUSG00000088050"
"29762";"ENSMUSG00000088051"
"29763";"ENSMUSG00000088052"
"29764";"ENSMUSG00000088054"
"29765";"ENSMUSG00000088055"
"29766";"ENSMUSG00000088056"
"29767";"ENSMUSG00000088057"
"29768";"ENSMUSG00000088058"
"29769";"ENSMUSG00000088059"
"29770";"ENSMUSG00000088060"
"29771";"ENSMUSG00000088062"
"29772";"ENSMUSG00000088063"
"29773";"ENSMUSG00000088064"
"29774";"ENSMUSG00000088066"
"29775";"ENSMUSG00000088067"
"29776";"ENSMUSG00000088068"
"29777";"ENSMUSG00000088069"
"29778";"ENSMUSG00000088070"
"29779";"ENSMUSG00000088071"
"29780";"ENSMUSG00000088073"
"29781";"ENSMUSG00000088075"
"29782";"ENSMUSG00000088076"
"29783";"ENSMUSG00000088077"
"29784";"ENSMUSG00000088078"
"29785";"ENSMUSG00000088083"
"29786";"ENSMUSG00000088084"
"29787";"ENSMUSG00000088085"
"29788";"ENSMUSG00000088086"
"29789";"ENSMUSG00000088088"
"29790";"ENSMUSG00000088090"
"29791";"ENSMUSG00000088091"
"29792";"ENSMUSG00000088093"
"29793";"ENSMUSG00000088094"
"29794";"ENSMUSG00000088095"
"29795";"ENSMUSG00000088096"
"29796";"ENSMUSG00000088097"
"29797";"ENSMUSG00000088098"
"29798";"ENSMUSG00000088099"
"29799";"ENSMUSG00000088102"
"29800";"ENSMUSG00000088103"
"29801";"ENSMUSG00000088104"
"29802";"ENSMUSG00000088105"
"29803";"ENSMUSG00000088106"
"29804";"ENSMUSG00000088108"
"29805";"ENSMUSG00000088111"
"29806";"ENSMUSG00000088112"
"29807";"ENSMUSG00000088113"
"29808";"ENSMUSG00000088114"
"29809";"ENSMUSG00000088115"
"29810";"ENSMUSG00000088116"
"29811";"ENSMUSG00000088118"
"29812";"ENSMUSG00000088119"
"29813";"ENSMUSG00000088121"
"29814";"ENSMUSG00000088122"
"29815";"ENSMUSG00000088123"
"29816";"ENSMUSG00000088124"
"29817";"ENSMUSG00000088125"
"29818";"ENSMUSG00000088126"
"29819";"ENSMUSG00000088128"
"29820";"ENSMUSG00000088131"
"29821";"ENSMUSG00000088132"
"29822";"ENSMUSG00000088133"
"29823";"ENSMUSG00000088134"
"29824";"ENSMUSG00000088135"
"29825";"ENSMUSG00000088136"
"29826";"ENSMUSG00000088138"
"29827";"ENSMUSG00000088139"
"29828";"ENSMUSG00000088141"
"29829";"ENSMUSG00000088143"
"29830";"ENSMUSG00000088144"
"29831";"ENSMUSG00000088145"
"29832";"ENSMUSG00000088146"
"29833";"ENSMUSG00000088147"
"29834";"ENSMUSG00000088148"
"29835";"ENSMUSG00000088149"
"29836";"ENSMUSG00000088150"
"29837";"ENSMUSG00000088151"
"29838";"ENSMUSG00000088152"
"29839";"ENSMUSG00000088153"
"29840";"ENSMUSG00000088154"
"29841";"ENSMUSG00000088155"
"29842";"ENSMUSG00000088156"
"29843";"ENSMUSG00000088157"
"29844";"ENSMUSG00000088158"
"29845";"ENSMUSG00000088159"
"29846";"ENSMUSG00000088160"
"29847";"ENSMUSG00000088161"
"29848";"ENSMUSG00000088162"
"29849";"ENSMUSG00000088164"
"29850";"ENSMUSG00000088165"
"29851";"ENSMUSG00000088166"
"29852";"ENSMUSG00000088167"
"29853";"ENSMUSG00000088168"
"29854";"ENSMUSG00000088169"
"29855";"ENSMUSG00000088170"
"29856";"ENSMUSG00000088171"
"29857";"ENSMUSG00000088172"
"29858";"ENSMUSG00000088175"
"29859";"ENSMUSG00000088176"
"29860";"ENSMUSG00000088177"
"29861";"ENSMUSG00000088179"
"29862";"ENSMUSG00000088180"
"29863";"ENSMUSG00000088181"
"29864";"ENSMUSG00000088182"
"29865";"ENSMUSG00000088183"
"29866";"ENSMUSG00000088184"
"29867";"ENSMUSG00000088185"
"29868";"ENSMUSG00000088187"
"29869";"ENSMUSG00000088188"
"29870";"ENSMUSG00000088189"
"29871";"ENSMUSG00000088191"
"29872";"ENSMUSG00000088192"
"29873";"ENSMUSG00000088193"
"29874";"ENSMUSG00000088194"
"29875";"ENSMUSG00000088195"
"29876";"ENSMUSG00000088196"
"29877";"ENSMUSG00000088197"
"29878";"ENSMUSG00000088198"
"29879";"ENSMUSG00000088200"
"29880";"ENSMUSG00000088201"
"29881";"ENSMUSG00000088203"
"29882";"ENSMUSG00000088204"
"29883";"ENSMUSG00000088205"
"29884";"ENSMUSG00000088207"
"29885";"ENSMUSG00000088208"
"29886";"ENSMUSG00000088209"
"29887";"ENSMUSG00000088210"
"29888";"ENSMUSG00000088211"
"29889";"ENSMUSG00000088212"
"29890";"ENSMUSG00000088213"
"29891";"ENSMUSG00000088216"
"29892";"ENSMUSG00000088217"
"29893";"ENSMUSG00000088218"
"29894";"ENSMUSG00000088219"
"29895";"ENSMUSG00000088220"
"29896";"ENSMUSG00000088221"
"29897";"ENSMUSG00000088222"
"29898";"ENSMUSG00000088223"
"29899";"ENSMUSG00000088224"
"29900";"ENSMUSG00000088225"
"29901";"ENSMUSG00000088226"
"29902";"ENSMUSG00000088227"
"29903";"ENSMUSG00000088228"
"29904";"ENSMUSG00000088229"
"29905";"ENSMUSG00000088230"
"29906";"ENSMUSG00000088231"
"29907";"ENSMUSG00000088232"
"29908";"ENSMUSG00000088233"
"29909";"ENSMUSG00000088234"
"29910";"ENSMUSG00000088236"
"29911";"ENSMUSG00000088237"
"29912";"ENSMUSG00000088239"
"29913";"ENSMUSG00000088240"
"29914";"ENSMUSG00000088241"
"29915";"ENSMUSG00000088242"
"29916";"ENSMUSG00000088243"
"29917";"ENSMUSG00000088244"
"29918";"ENSMUSG00000088245"
"29919";"ENSMUSG00000088246"
"29920";"ENSMUSG00000088248"
"29921";"ENSMUSG00000088249"
"29922";"ENSMUSG00000088250"
"29923";"ENSMUSG00000088252"
"29924";"ENSMUSG00000088253"
"29925";"ENSMUSG00000088254"
"29926";"ENSMUSG00000088255"
"29927";"ENSMUSG00000088257"
"29928";"ENSMUSG00000088258"
"29929";"ENSMUSG00000088259"
"29930";"ENSMUSG00000088260"
"29931";"ENSMUSG00000088261"
"29932";"ENSMUSG00000088264"
"29933";"ENSMUSG00000088265"
"29934";"ENSMUSG00000088266"
"29935";"ENSMUSG00000088268"
"29936";"ENSMUSG00000088269"
"29937";"ENSMUSG00000088270"
"29938";"ENSMUSG00000088273"
"29939";"ENSMUSG00000088275"
"29940";"ENSMUSG00000088276"
"29941";"ENSMUSG00000088278"
"29942";"ENSMUSG00000088279"
"29943";"ENSMUSG00000088280"
"29944";"ENSMUSG00000088281"
"29945";"ENSMUSG00000088282"
"29946";"ENSMUSG00000088283"
"29947";"ENSMUSG00000088284"
"29948";"ENSMUSG00000088285"
"29949";"ENSMUSG00000088286"
"29950";"ENSMUSG00000088288"
"29951";"ENSMUSG00000088290"
"29952";"ENSMUSG00000088291"
"29953";"ENSMUSG00000088293"
"29954";"ENSMUSG00000088294"
"29955";"ENSMUSG00000088295"
"29956";"ENSMUSG00000088296"
"29957";"ENSMUSG00000088297"
"29958";"ENSMUSG00000088298"
"29959";"ENSMUSG00000088299"
"29960";"ENSMUSG00000088301"
"29961";"ENSMUSG00000088302"
"29962";"ENSMUSG00000088303"
"29963";"ENSMUSG00000088304"
"29964";"ENSMUSG00000088307"
"29965";"ENSMUSG00000088308"
"29966";"ENSMUSG00000088310"
"29967";"ENSMUSG00000088311"
"29968";"ENSMUSG00000088312"
"29969";"ENSMUSG00000088313"
"29970";"ENSMUSG00000088314"
"29971";"ENSMUSG00000088317"
"29972";"ENSMUSG00000088318"
"29973";"ENSMUSG00000088320"
"29974";"ENSMUSG00000088322"
"29975";"ENSMUSG00000088323"
"29976";"ENSMUSG00000088324"
"29977";"ENSMUSG00000088325"
"29978";"ENSMUSG00000088326"
"29979";"ENSMUSG00000088327"
"29980";"ENSMUSG00000088329"
"29981";"ENSMUSG00000088331"
"29982";"ENSMUSG00000088332"
"29983";"ENSMUSG00000088333"
"29984";"ENSMUSG00000088334"
"29985";"ENSMUSG00000088335"
"29986";"ENSMUSG00000088337"
"29987";"ENSMUSG00000088338"
"29988";"ENSMUSG00000088339"
"29989";"ENSMUSG00000088340"
"29990";"ENSMUSG00000088342"
"29991";"ENSMUSG00000088343"
"29992";"ENSMUSG00000088344"
"29993";"ENSMUSG00000088346"
"29994";"ENSMUSG00000088348"
"29995";"ENSMUSG00000088349"
"29996";"ENSMUSG00000088350"
"29997";"ENSMUSG00000088351"
"29998";"ENSMUSG00000088352"
"29999";"ENSMUSG00000088353"
"30000";"ENSMUSG00000088354"
"30001";"ENSMUSG00000088356"
"30002";"ENSMUSG00000088357"
"30003";"ENSMUSG00000088358"
"30004";"ENSMUSG00000088359"
"30005";"ENSMUSG00000088360"
"30006";"ENSMUSG00000088361"
"30007";"ENSMUSG00000088362"
"30008";"ENSMUSG00000088363"
"30009";"ENSMUSG00000088364"
"30010";"ENSMUSG00000088365"
"30011";"ENSMUSG00000088366"
"30012";"ENSMUSG00000088367"
"30013";"ENSMUSG00000088368"
"30014";"ENSMUSG00000088369"
"30015";"ENSMUSG00000088370"
"30016";"ENSMUSG00000088371"
"30017";"ENSMUSG00000088372"
"30018";"ENSMUSG00000088373"
"30019";"ENSMUSG00000088374"
"30020";"ENSMUSG00000088377"
"30021";"ENSMUSG00000088378"
"30022";"ENSMUSG00000088379"
"30023";"ENSMUSG00000088380"
"30024";"ENSMUSG00000088383"
"30025";"ENSMUSG00000088384"
"30026";"ENSMUSG00000088385"
"30027";"ENSMUSG00000088386"
"30028";"ENSMUSG00000088387"
"30029";"ENSMUSG00000088389"
"30030";"ENSMUSG00000088391"
"30031";"ENSMUSG00000088392"
"30032";"ENSMUSG00000088393"
"30033";"ENSMUSG00000088394"
"30034";"ENSMUSG00000088395"
"30035";"ENSMUSG00000088397"
"30036";"ENSMUSG00000088398"
"30037";"ENSMUSG00000088400"
"30038";"ENSMUSG00000088402"
"30039";"ENSMUSG00000088403"
"30040";"ENSMUSG00000088404"
"30041";"ENSMUSG00000088405"
"30042";"ENSMUSG00000088406"
"30043";"ENSMUSG00000088407"
"30044";"ENSMUSG00000088408"
"30045";"ENSMUSG00000088409"
"30046";"ENSMUSG00000088410"
"30047";"ENSMUSG00000088412"
"30048";"ENSMUSG00000088414"
"30049";"ENSMUSG00000088415"
"30050";"ENSMUSG00000088416"
"30051";"ENSMUSG00000088417"
"30052";"ENSMUSG00000088418"
"30053";"ENSMUSG00000088419"
"30054";"ENSMUSG00000088420"
"30055";"ENSMUSG00000088421"
"30056";"ENSMUSG00000088422"
"30057";"ENSMUSG00000088423"
"30058";"ENSMUSG00000088425"
"30059";"ENSMUSG00000088426"
"30060";"ENSMUSG00000088428"
"30061";"ENSMUSG00000088429"
"30062";"ENSMUSG00000088432"
"30063";"ENSMUSG00000088433"
"30064";"ENSMUSG00000088435"
"30065";"ENSMUSG00000088436"
"30066";"ENSMUSG00000088437"
"30067";"ENSMUSG00000088438"
"30068";"ENSMUSG00000088439"
"30069";"ENSMUSG00000088440"
"30070";"ENSMUSG00000088441"
"30071";"ENSMUSG00000088442"
"30072";"ENSMUSG00000088443"
"30073";"ENSMUSG00000088444"
"30074";"ENSMUSG00000088445"
"30075";"ENSMUSG00000088446"
"30076";"ENSMUSG00000088447"
"30077";"ENSMUSG00000088448"
"30078";"ENSMUSG00000088449"
"30079";"ENSMUSG00000088450"
"30080";"ENSMUSG00000088451"
"30081";"ENSMUSG00000088453"
"30082";"ENSMUSG00000088454"
"30083";"ENSMUSG00000088456"
"30084";"ENSMUSG00000088458"
"30085";"ENSMUSG00000088459"
"30086";"ENSMUSG00000088460"
"30087";"ENSMUSG00000088461"
"30088";"ENSMUSG00000088463"
"30089";"ENSMUSG00000088464"
"30090";"ENSMUSG00000088465"
"30091";"ENSMUSG00000088468"
"30092";"ENSMUSG00000088469"
"30093";"ENSMUSG00000088470"
"30094";"ENSMUSG00000088471"
"30095";"ENSMUSG00000088472"
"30096";"ENSMUSG00000088473"
"30097";"ENSMUSG00000088474"
"30098";"ENSMUSG00000088475"
"30099";"ENSMUSG00000088476"
"30100";"ENSMUSG00000088477"
"30101";"ENSMUSG00000088478"
"30102";"ENSMUSG00000088479"
"30103";"ENSMUSG00000088480"
"30104";"ENSMUSG00000088481"
"30105";"ENSMUSG00000088482"
"30106";"ENSMUSG00000088483"
"30107";"ENSMUSG00000088484"
"30108";"ENSMUSG00000088485"
"30109";"ENSMUSG00000088487"
"30110";"ENSMUSG00000088490"
"30111";"ENSMUSG00000088491"
"30112";"ENSMUSG00000088493"
"30113";"ENSMUSG00000088494"
"30114";"ENSMUSG00000088495"
"30115";"ENSMUSG00000088497"
"30116";"ENSMUSG00000088498"
"30117";"ENSMUSG00000088499"
"30118";"ENSMUSG00000088500"
"30119";"ENSMUSG00000088501"
"30120";"ENSMUSG00000088502"
"30121";"ENSMUSG00000088504"
"30122";"ENSMUSG00000088505"
"30123";"ENSMUSG00000088506"
"30124";"ENSMUSG00000088509"
"30125";"ENSMUSG00000088510"
"30126";"ENSMUSG00000088511"
"30127";"ENSMUSG00000088512"
"30128";"ENSMUSG00000088514"
"30129";"ENSMUSG00000088515"
"30130";"ENSMUSG00000088516"
"30131";"ENSMUSG00000088517"
"30132";"ENSMUSG00000088518"
"30133";"ENSMUSG00000088519"
"30134";"ENSMUSG00000088521"
"30135";"ENSMUSG00000088522"
"30136";"ENSMUSG00000088523"
"30137";"ENSMUSG00000088524"
"30138";"ENSMUSG00000088525"
"30139";"ENSMUSG00000088526"
"30140";"ENSMUSG00000088527"
"30141";"ENSMUSG00000088528"
"30142";"ENSMUSG00000088529"
"30143";"ENSMUSG00000088530"
"30144";"ENSMUSG00000088532"
"30145";"ENSMUSG00000088533"
"30146";"ENSMUSG00000088535"
"30147";"ENSMUSG00000088536"
"30148";"ENSMUSG00000088537"
"30149";"ENSMUSG00000088538"
"30150";"ENSMUSG00000088539"
"30151";"ENSMUSG00000088541"
"30152";"ENSMUSG00000088542"
"30153";"ENSMUSG00000088543"
"30154";"ENSMUSG00000088544"
"30155";"ENSMUSG00000088545"
"30156";"ENSMUSG00000088546"
"30157";"ENSMUSG00000088547"
"30158";"ENSMUSG00000088548"
"30159";"ENSMUSG00000088549"
"30160";"ENSMUSG00000088550"
"30161";"ENSMUSG00000088551"
"30162";"ENSMUSG00000088552"
"30163";"ENSMUSG00000088553"
"30164";"ENSMUSG00000088554"
"30165";"ENSMUSG00000088555"
"30166";"ENSMUSG00000088558"
"30167";"ENSMUSG00000088559"
"30168";"ENSMUSG00000088562"
"30169";"ENSMUSG00000088563"
"30170";"ENSMUSG00000088564"
"30171";"ENSMUSG00000088565"
"30172";"ENSMUSG00000088566"
"30173";"ENSMUSG00000088570"
"30174";"ENSMUSG00000088571"
"30175";"ENSMUSG00000088572"
"30176";"ENSMUSG00000088573"
"30177";"ENSMUSG00000088574"
"30178";"ENSMUSG00000088575"
"30179";"ENSMUSG00000088576"
"30180";"ENSMUSG00000088577"
"30181";"ENSMUSG00000088578"
"30182";"ENSMUSG00000088579"
"30183";"ENSMUSG00000088580"
"30184";"ENSMUSG00000088581"
"30185";"ENSMUSG00000088582"
"30186";"ENSMUSG00000088583"
"30187";"ENSMUSG00000088585"
"30188";"ENSMUSG00000088587"
"30189";"ENSMUSG00000088589"
"30190";"ENSMUSG00000088591"
"30191";"ENSMUSG00000088594"
"30192";"ENSMUSG00000088595"
"30193";"ENSMUSG00000088596"
"30194";"ENSMUSG00000088597"
"30195";"ENSMUSG00000088598"
"30196";"ENSMUSG00000088600"
"30197";"ENSMUSG00000088601"
"30198";"ENSMUSG00000088602"
"30199";"ENSMUSG00000088603"
"30200";"ENSMUSG00000088604"
"30201";"ENSMUSG00000088605"
"30202";"ENSMUSG00000088606"
"30203";"ENSMUSG00000088608"
"30204";"ENSMUSG00000088609"
"30205";"ENSMUSG00000088611"
"30206";"ENSMUSG00000088614"
"30207";"ENSMUSG00000088615"
"30208";"ENSMUSG00000088616"
"30209";"ENSMUSG00000088617"
"30210";"ENSMUSG00000088618"
"30211";"ENSMUSG00000088620"
"30212";"ENSMUSG00000088621"
"30213";"ENSMUSG00000088622"
"30214";"ENSMUSG00000088623"
"30215";"ENSMUSG00000088624"
"30216";"ENSMUSG00000088625"
"30217";"ENSMUSG00000088626"
"30218";"ENSMUSG00000088627"
"30219";"ENSMUSG00000088628"
"30220";"ENSMUSG00000088629"
"30221";"ENSMUSG00000088630"
"30222";"ENSMUSG00000088631"
"30223";"ENSMUSG00000088632"
"30224";"ENSMUSG00000088633"
"30225";"ENSMUSG00000088634"
"30226";"ENSMUSG00000088635"
"30227";"ENSMUSG00000088637"
"30228";"ENSMUSG00000088638"
"30229";"ENSMUSG00000088639"
"30230";"ENSMUSG00000088640"
"30231";"ENSMUSG00000088641"
"30232";"ENSMUSG00000088643"
"30233";"ENSMUSG00000088644"
"30234";"ENSMUSG00000088646"
"30235";"ENSMUSG00000088647"
"30236";"ENSMUSG00000088649"
"30237";"ENSMUSG00000088650"
"30238";"ENSMUSG00000088651"
"30239";"ENSMUSG00000088653"
"30240";"ENSMUSG00000088654"
"30241";"ENSMUSG00000088656"
"30242";"ENSMUSG00000088657"
"30243";"ENSMUSG00000088658"
"30244";"ENSMUSG00000088659"
"30245";"ENSMUSG00000088660"
"30246";"ENSMUSG00000088661"
"30247";"ENSMUSG00000088663"
"30248";"ENSMUSG00000088666"
"30249";"ENSMUSG00000088668"
"30250";"ENSMUSG00000088669"
"30251";"ENSMUSG00000088670"
"30252";"ENSMUSG00000088671"
"30253";"ENSMUSG00000088672"
"30254";"ENSMUSG00000088674"
"30255";"ENSMUSG00000088675"
"30256";"ENSMUSG00000088677"
"30257";"ENSMUSG00000088678"
"30258";"ENSMUSG00000088679"
"30259";"ENSMUSG00000088680"
"30260";"ENSMUSG00000088682"
"30261";"ENSMUSG00000088683"
"30262";"ENSMUSG00000088684"
"30263";"ENSMUSG00000088685"
"30264";"ENSMUSG00000088686"
"30265";"ENSMUSG00000088687"
"30266";"ENSMUSG00000088688"
"30267";"ENSMUSG00000088689"
"30268";"ENSMUSG00000088691"
"30269";"ENSMUSG00000088692"
"30270";"ENSMUSG00000088693"
"30271";"ENSMUSG00000088695"
"30272";"ENSMUSG00000088696"
"30273";"ENSMUSG00000088697"
"30274";"ENSMUSG00000088699"
"30275";"ENSMUSG00000088700"
"30276";"ENSMUSG00000088701"
"30277";"ENSMUSG00000088702"
"30278";"ENSMUSG00000088703"
"30279";"ENSMUSG00000088704"
"30280";"ENSMUSG00000088705"
"30281";"ENSMUSG00000088706"
"30282";"ENSMUSG00000088707"
"30283";"ENSMUSG00000088708"
"30284";"ENSMUSG00000088709"
"30285";"ENSMUSG00000088710"
"30286";"ENSMUSG00000088711"
"30287";"ENSMUSG00000088712"
"30288";"ENSMUSG00000088713"
"30289";"ENSMUSG00000088714"
"30290";"ENSMUSG00000088715"
"30291";"ENSMUSG00000088716"
"30292";"ENSMUSG00000088717"
"30293";"ENSMUSG00000088718"
"30294";"ENSMUSG00000088719"
"30295";"ENSMUSG00000088721"
"30296";"ENSMUSG00000088722"
"30297";"ENSMUSG00000088726"
"30298";"ENSMUSG00000088730"
"30299";"ENSMUSG00000088731"
"30300";"ENSMUSG00000088732"
"30301";"ENSMUSG00000088733"
"30302";"ENSMUSG00000088734"
"30303";"ENSMUSG00000088735"
"30304";"ENSMUSG00000088736"
"30305";"ENSMUSG00000088737"
"30306";"ENSMUSG00000088738"
"30307";"ENSMUSG00000088739"
"30308";"ENSMUSG00000088740"
"30309";"ENSMUSG00000088742"
"30310";"ENSMUSG00000088743"
"30311";"ENSMUSG00000088744"
"30312";"ENSMUSG00000088746"
"30313";"ENSMUSG00000088747"
"30314";"ENSMUSG00000088748"
"30315";"ENSMUSG00000088749"
"30316";"ENSMUSG00000088750"
"30317";"ENSMUSG00000088751"
"30318";"ENSMUSG00000088752"
"30319";"ENSMUSG00000088753"
"30320";"ENSMUSG00000088754"
"30321";"ENSMUSG00000088756"
"30322";"ENSMUSG00000088758"
"30323";"ENSMUSG00000088760"
"30324";"ENSMUSG00000088761"
"30325";"ENSMUSG00000088763"
"30326";"ENSMUSG00000088764"
"30327";"ENSMUSG00000088766"
"30328";"ENSMUSG00000088767"
"30329";"ENSMUSG00000088768"
"30330";"ENSMUSG00000088769"
"30331";"ENSMUSG00000088772"
"30332";"ENSMUSG00000088773"
"30333";"ENSMUSG00000088774"
"30334";"ENSMUSG00000088775"
"30335";"ENSMUSG00000088776"
"30336";"ENSMUSG00000088777"
"30337";"ENSMUSG00000088779"
"30338";"ENSMUSG00000088781"
"30339";"ENSMUSG00000088782"
"30340";"ENSMUSG00000088783"
"30341";"ENSMUSG00000088784"
"30342";"ENSMUSG00000088786"
"30343";"ENSMUSG00000088787"
"30344";"ENSMUSG00000088789"
"30345";"ENSMUSG00000088790"
"30346";"ENSMUSG00000088791"
"30347";"ENSMUSG00000088792"
"30348";"ENSMUSG00000088793"
"30349";"ENSMUSG00000088794"
"30350";"ENSMUSG00000088796"
"30351";"ENSMUSG00000088797"
"30352";"ENSMUSG00000088798"
"30353";"ENSMUSG00000088799"
"30354";"ENSMUSG00000088800"
"30355";"ENSMUSG00000088802"
"30356";"ENSMUSG00000088803"
"30357";"ENSMUSG00000088804"
"30358";"ENSMUSG00000088808"
"30359";"ENSMUSG00000088809"
"30360";"ENSMUSG00000088810"
"30361";"ENSMUSG00000088811"
"30362";"ENSMUSG00000088812"
"30363";"ENSMUSG00000088813"
"30364";"ENSMUSG00000088814"
"30365";"ENSMUSG00000088816"
"30366";"ENSMUSG00000088817"
"30367";"ENSMUSG00000088818"
"30368";"ENSMUSG00000088819"
"30369";"ENSMUSG00000088820"
"30370";"ENSMUSG00000088822"
"30371";"ENSMUSG00000088823"
"30372";"ENSMUSG00000088824"
"30373";"ENSMUSG00000088825"
"30374";"ENSMUSG00000088829"
"30375";"ENSMUSG00000088830"
"30376";"ENSMUSG00000088832"
"30377";"ENSMUSG00000088833"
"30378";"ENSMUSG00000088835"
"30379";"ENSMUSG00000088836"
"30380";"ENSMUSG00000088839"
"30381";"ENSMUSG00000088840"
"30382";"ENSMUSG00000088842"
"30383";"ENSMUSG00000088843"
"30384";"ENSMUSG00000088845"
"30385";"ENSMUSG00000088846"
"30386";"ENSMUSG00000088848"
"30387";"ENSMUSG00000088849"
"30388";"ENSMUSG00000088850"
"30389";"ENSMUSG00000088851"
"30390";"ENSMUSG00000088852"
"30391";"ENSMUSG00000088853"
"30392";"ENSMUSG00000088854"
"30393";"ENSMUSG00000088855"
"30394";"ENSMUSG00000088856"
"30395";"ENSMUSG00000088857"
"30396";"ENSMUSG00000088858"
"30397";"ENSMUSG00000088860"
"30398";"ENSMUSG00000088861"
"30399";"ENSMUSG00000088862"
"30400";"ENSMUSG00000088863"
"30401";"ENSMUSG00000088864"
"30402";"ENSMUSG00000088865"
"30403";"ENSMUSG00000088867"
"30404";"ENSMUSG00000088868"
"30405";"ENSMUSG00000088870"
"30406";"ENSMUSG00000088872"
"30407";"ENSMUSG00000088873"
"30408";"ENSMUSG00000088874"
"30409";"ENSMUSG00000088875"
"30410";"ENSMUSG00000088876"
"30411";"ENSMUSG00000088877"
"30412";"ENSMUSG00000088878"
"30413";"ENSMUSG00000088879"
"30414";"ENSMUSG00000088880"
"30415";"ENSMUSG00000088883"
"30416";"ENSMUSG00000088884"
"30417";"ENSMUSG00000088885"
"30418";"ENSMUSG00000088888"
"30419";"ENSMUSG00000088889"
"30420";"ENSMUSG00000088890"
"30421";"ENSMUSG00000088891"
"30422";"ENSMUSG00000088892"
"30423";"ENSMUSG00000088894"
"30424";"ENSMUSG00000088895"
"30425";"ENSMUSG00000088896"
"30426";"ENSMUSG00000088897"
"30427";"ENSMUSG00000088898"
"30428";"ENSMUSG00000088900"
"30429";"ENSMUSG00000088901"
"30430";"ENSMUSG00000088902"
"30431";"ENSMUSG00000088903"
"30432";"ENSMUSG00000088904"
"30433";"ENSMUSG00000088905"
"30434";"ENSMUSG00000088906"
"30435";"ENSMUSG00000088907"
"30436";"ENSMUSG00000088908"
"30437";"ENSMUSG00000088909"
"30438";"ENSMUSG00000088910"
"30439";"ENSMUSG00000088911"
"30440";"ENSMUSG00000088912"
"30441";"ENSMUSG00000088913"
"30442";"ENSMUSG00000088914"
"30443";"ENSMUSG00000088915"
"30444";"ENSMUSG00000088916"
"30445";"ENSMUSG00000088918"
"30446";"ENSMUSG00000088920"
"30447";"ENSMUSG00000088922"
"30448";"ENSMUSG00000088923"
"30449";"ENSMUSG00000088924"
"30450";"ENSMUSG00000088925"
"30451";"ENSMUSG00000088926"
