"";"x"
"822";"ENSMUSG00000005237"
"823";"ENSMUSG00000005251"
"824";"ENSMUSG00000005262"
"825";"ENSMUSG00000005267"
"826";"ENSMUSG00000005268"
"827";"ENSMUSG00000005299"
"828";"ENSMUSG00000005312"
"829";"ENSMUSG00000005320"
"830";"ENSMUSG00000005338"
"831";"ENSMUSG00000005339"
"832";"ENSMUSG00000005354"
"833";"ENSMUSG00000005355"
"834";"ENSMUSG00000005357"
"835";"ENSMUSG00000005360"
"836";"ENSMUSG00000005362"
"837";"ENSMUSG00000005364"
"838";"ENSMUSG00000005370"
"839";"ENSMUSG00000005371"
"840";"ENSMUSG00000005373"
"841";"ENSMUSG00000005374"
"842";"ENSMUSG00000005378"
"843";"ENSMUSG00000005397"
"844";"ENSMUSG00000005410"
"845";"ENSMUSG00000005413"
"846";"ENSMUSG00000005417"
"847";"ENSMUSG00000005442"
"848";"ENSMUSG00000005447"
"849";"ENSMUSG00000005465"
"850";"ENSMUSG00000005469"
"851";"ENSMUSG00000005470"
"852";"ENSMUSG00000005474"
"853";"ENSMUSG00000005481"
"854";"ENSMUSG00000005483"
"855";"ENSMUSG00000005493"
"856";"ENSMUSG00000005501"
"857";"ENSMUSG00000005503"
"858";"ENSMUSG00000005505"
"859";"ENSMUSG00000005506"
"860";"ENSMUSG00000005510"
"861";"ENSMUSG00000005514"
"862";"ENSMUSG00000005533"
"863";"ENSMUSG00000005534"
"864";"ENSMUSG00000005540"
"865";"ENSMUSG00000005547"
"866";"ENSMUSG00000005553"
"867";"ENSMUSG00000005566"
"868";"ENSMUSG00000005575"
"869";"ENSMUSG00000005580"
"870";"ENSMUSG00000005583"
"871";"ENSMUSG00000005609"
"872";"ENSMUSG00000005610"
"873";"ENSMUSG00000005611"
"874";"ENSMUSG00000005615"
"875";"ENSMUSG00000005621"
"876";"ENSMUSG00000005625"
"877";"ENSMUSG00000005628"
"878";"ENSMUSG00000005640"
"879";"ENSMUSG00000005649"
"880";"ENSMUSG00000005656"
"881";"ENSMUSG00000005667"
"882";"ENSMUSG00000005672"
"883";"ENSMUSG00000005674"
"884";"ENSMUSG00000005677"
"885";"ENSMUSG00000005681"
"886";"ENSMUSG00000005682"
"887";"ENSMUSG00000005683"
"888";"ENSMUSG00000005686"
"889";"ENSMUSG00000005687"
"890";"ENSMUSG00000005696"
"891";"ENSMUSG00000005698"
"892";"ENSMUSG00000005699"
"893";"ENSMUSG00000005705"
"894";"ENSMUSG00000005716"
"895";"ENSMUSG00000005718"
"896";"ENSMUSG00000005732"
"897";"ENSMUSG00000005763"
"898";"ENSMUSG00000005774"
"899";"ENSMUSG00000005779"
"900";"ENSMUSG00000005800"
"901";"ENSMUSG00000005802"
"902";"ENSMUSG00000005803"
"903";"ENSMUSG00000005804"
"904";"ENSMUSG00000005813"
"905";"ENSMUSG00000005823"
"906";"ENSMUSG00000005824"
"907";"ENSMUSG00000005836"
"908";"ENSMUSG00000005846"
"909";"ENSMUSG00000005864"
"910";"ENSMUSG00000005871"
"911";"ENSMUSG00000005873"
"912";"ENSMUSG00000005881"
"913";"ENSMUSG00000005882"
"914";"ENSMUSG00000005883"
"915";"ENSMUSG00000005886"
"916";"ENSMUSG00000005891"
"917";"ENSMUSG00000005892"
"918";"ENSMUSG00000005893"
"919";"ENSMUSG00000005897"
"920";"ENSMUSG00000005899"
"921";"ENSMUSG00000005907"
"922";"ENSMUSG00000005917"
"923";"ENSMUSG00000005936"
"924";"ENSMUSG00000005947"
"925";"ENSMUSG00000005949"
"926";"ENSMUSG00000005950"
"927";"ENSMUSG00000005951"
"928";"ENSMUSG00000005952"
"929";"ENSMUSG00000005958"
"930";"ENSMUSG00000005968"
"931";"ENSMUSG00000005973"
"932";"ENSMUSG00000005980"
"933";"ENSMUSG00000005981"
"934";"ENSMUSG00000005982"
"935";"ENSMUSG00000005983"
"936";"ENSMUSG00000005986"
"937";"ENSMUSG00000005994"
"938";"ENSMUSG00000006005"
"939";"ENSMUSG00000006007"
"940";"ENSMUSG00000006010"
"941";"ENSMUSG00000006014"
"942";"ENSMUSG00000006019"
"943";"ENSMUSG00000006021"
"944";"ENSMUSG00000006024"
"945";"ENSMUSG00000006050"
"946";"ENSMUSG00000006056"
"947";"ENSMUSG00000006057"
"948";"ENSMUSG00000006058"
"949";"ENSMUSG00000006095"
"950";"ENSMUSG00000006127"
"951";"ENSMUSG00000006134"
"952";"ENSMUSG00000006143"
"953";"ENSMUSG00000006154"
"954";"ENSMUSG00000006169"
"955";"ENSMUSG00000006179"
"956";"ENSMUSG00000006191"
"957";"ENSMUSG00000006200"
"958";"ENSMUSG00000006204"
"959";"ENSMUSG00000006205"
"960";"ENSMUSG00000006215"
"961";"ENSMUSG00000006216"
"962";"ENSMUSG00000006218"
"963";"ENSMUSG00000006219"
"964";"ENSMUSG00000006221"
"965";"ENSMUSG00000006235"
"966";"ENSMUSG00000006241"
"967";"ENSMUSG00000006262"
"968";"ENSMUSG00000006269"
"969";"ENSMUSG00000006270"
"970";"ENSMUSG00000006273"
"971";"ENSMUSG00000006276"
"972";"ENSMUSG00000006281"
"973";"ENSMUSG00000006288"
"974";"ENSMUSG00000006289"
"975";"ENSMUSG00000006299"
"976";"ENSMUSG00000006301"
"977";"ENSMUSG00000006304"
"978";"ENSMUSG00000006307"
"979";"ENSMUSG00000006310"
"980";"ENSMUSG00000006311"
"981";"ENSMUSG00000006313"
"982";"ENSMUSG00000006315"
"983";"ENSMUSG00000006333"
"984";"ENSMUSG00000006335"
"985";"ENSMUSG00000006342"
"986";"ENSMUSG00000006344"
"987";"ENSMUSG00000006345"
"988";"ENSMUSG00000006356"
"989";"ENSMUSG00000006360"
"990";"ENSMUSG00000006362"
"991";"ENSMUSG00000006369"
"992";"ENSMUSG00000006373"
"993";"ENSMUSG00000006378"
"994";"ENSMUSG00000006386"
"995";"ENSMUSG00000006389"
"996";"ENSMUSG00000006390"
"997";"ENSMUSG00000006392"
"998";"ENSMUSG00000006395"
"999";"ENSMUSG00000006398"
"1000";"ENSMUSG00000006403"
"1001";"ENSMUSG00000006411"
"1002";"ENSMUSG00000006412"
"1003";"ENSMUSG00000006418"
"1004";"ENSMUSG00000006423"
"1005";"ENSMUSG00000006435"
"1006";"ENSMUSG00000006442"
"1007";"ENSMUSG00000006445"
"1008";"ENSMUSG00000006456"
"1009";"ENSMUSG00000006457"
"1010";"ENSMUSG00000006462"
"1011";"ENSMUSG00000006463"
"1012";"ENSMUSG00000006464"
"1013";"ENSMUSG00000006469"
"1014";"ENSMUSG00000006471"
"1015";"ENSMUSG00000006476"
"1016";"ENSMUSG00000006488"
"1017";"ENSMUSG00000006490"
"1018";"ENSMUSG00000006494"
"1019";"ENSMUSG00000006498"
"1020";"ENSMUSG00000006517"
"1021";"ENSMUSG00000006519"
"1022";"ENSMUSG00000006522"
"1023";"ENSMUSG00000006526"
"1024";"ENSMUSG00000006527"
"1025";"ENSMUSG00000006529"
"1026";"ENSMUSG00000006538"
"1027";"ENSMUSG00000006542"
"1028";"ENSMUSG00000006546"
"1029";"ENSMUSG00000006567"
"1030";"ENSMUSG00000006570"
"1031";"ENSMUSG00000006574"
"1032";"ENSMUSG00000006575"
"1033";"ENSMUSG00000006576"
"1034";"ENSMUSG00000006585"
"1035";"ENSMUSG00000006586"
"1036";"ENSMUSG00000006587"
"1037";"ENSMUSG00000006589"
"1038";"ENSMUSG00000006599"
"1039";"ENSMUSG00000006611"
"1040";"ENSMUSG00000006638"
"1041";"ENSMUSG00000006641"
"1042";"ENSMUSG00000006642"
"1043";"ENSMUSG00000006649"
"1044";"ENSMUSG00000006651"
"1045";"ENSMUSG00000006673"
"1046";"ENSMUSG00000006675"
"1047";"ENSMUSG00000006676"
"1048";"ENSMUSG00000006678"
"1049";"ENSMUSG00000006699"
"1050";"ENSMUSG00000006705"
"1051";"ENSMUSG00000006711"
"1052";"ENSMUSG00000006715"
"1053";"ENSMUSG00000006717"
"1054";"ENSMUSG00000006720"
"1055";"ENSMUSG00000006724"
"1056";"ENSMUSG00000006728"
"1057";"ENSMUSG00000006731"
"1058";"ENSMUSG00000006732"
"1059";"ENSMUSG00000006736"
"1060";"ENSMUSG00000006740"
"1061";"ENSMUSG00000006763"
"1062";"ENSMUSG00000006764"
"1063";"ENSMUSG00000006777"
"1064";"ENSMUSG00000006782"
"1065";"ENSMUSG00000006784"
"1066";"ENSMUSG00000006800"
"1067";"ENSMUSG00000006818"
"1068";"ENSMUSG00000006850"
"1069";"ENSMUSG00000006906"
"1070";"ENSMUSG00000006920"
"1071";"ENSMUSG00000006930"
"1072";"ENSMUSG00000006931"
"1073";"ENSMUSG00000006932"
"1074";"ENSMUSG00000006941"
"1075";"ENSMUSG00000006948"
"1076";"ENSMUSG00000006958"
"1077";"ENSMUSG00000006998"
"1078";"ENSMUSG00000007021"
"1079";"ENSMUSG00000007029"
"1080";"ENSMUSG00000007030"
"1081";"ENSMUSG00000007033"
"1082";"ENSMUSG00000007034"
"1083";"ENSMUSG00000007035"
"1084";"ENSMUSG00000007036"
"1085";"ENSMUSG00000007038"
"1086";"ENSMUSG00000007039"
"1087";"ENSMUSG00000007041"
"1088";"ENSMUSG00000007050"
"1089";"ENSMUSG00000007080"
"1090";"ENSMUSG00000007097"
"1091";"ENSMUSG00000007107"
"1092";"ENSMUSG00000007122"
"1093";"ENSMUSG00000007207"
"1094";"ENSMUSG00000007209"
"1095";"ENSMUSG00000007216"
"1096";"ENSMUSG00000007279"
"1097";"ENSMUSG00000007338"
"1098";"ENSMUSG00000007379"
"1099";"ENSMUSG00000007411"
"1100";"ENSMUSG00000007415"
"1101";"ENSMUSG00000007440"
"1102";"ENSMUSG00000007457"
"1103";"ENSMUSG00000007458"
"1104";"ENSMUSG00000007476"
"1105";"ENSMUSG00000007480"
"1106";"ENSMUSG00000007564"
"1107";"ENSMUSG00000007570"
"1108";"ENSMUSG00000007589"
"1109";"ENSMUSG00000007591"
"1110";"ENSMUSG00000007594"
"1111";"ENSMUSG00000007603"
"1112";"ENSMUSG00000007610"
"1113";"ENSMUSG00000007613"
"1114";"ENSMUSG00000007617"
"1115";"ENSMUSG00000007646"
"1116";"ENSMUSG00000007653"
"1117";"ENSMUSG00000007655"
"1118";"ENSMUSG00000007656"
"1119";"ENSMUSG00000007659"
"1120";"ENSMUSG00000007670"
"1121";"ENSMUSG00000007682"
"1122";"ENSMUSG00000007721"
"1123";"ENSMUSG00000007739"
"1124";"ENSMUSG00000007777"
"1125";"ENSMUSG00000007783"
"1126";"ENSMUSG00000007805"
"1127";"ENSMUSG00000007812"
"1128";"ENSMUSG00000007815"
"1129";"ENSMUSG00000007817"
"1130";"ENSMUSG00000007827"
"1131";"ENSMUSG00000007833"
"1132";"ENSMUSG00000007836"
"1133";"ENSMUSG00000007837"
"1134";"ENSMUSG00000007850"
"1135";"ENSMUSG00000007867"
"1136";"ENSMUSG00000007872"
"1137";"ENSMUSG00000007877"
"1138";"ENSMUSG00000007880"
"1139";"ENSMUSG00000007888"
"1140";"ENSMUSG00000007891"
"1141";"ENSMUSG00000007892"
"1142";"ENSMUSG00000007907"
"1143";"ENSMUSG00000007908"
"1144";"ENSMUSG00000007944"
"1145";"ENSMUSG00000007946"
"1146";"ENSMUSG00000007950"
"1147";"ENSMUSG00000007987"
"1148";"ENSMUSG00000007989"
"1149";"ENSMUSG00000008028"
"1150";"ENSMUSG00000008035"
"1151";"ENSMUSG00000008036"
"1152";"ENSMUSG00000008090"
"1153";"ENSMUSG00000008129"
"1154";"ENSMUSG00000008136"
"1155";"ENSMUSG00000008140"
"1156";"ENSMUSG00000008153"
"1157";"ENSMUSG00000008167"
"1158";"ENSMUSG00000008193"
"1159";"ENSMUSG00000008200"
"1160";"ENSMUSG00000008206"
"1161";"ENSMUSG00000008226"
"1162";"ENSMUSG00000008301"
"1163";"ENSMUSG00000008305"
"1164";"ENSMUSG00000008307"
"1165";"ENSMUSG00000008318"
"1166";"ENSMUSG00000008333"
"1167";"ENSMUSG00000008348"
"1168";"ENSMUSG00000008373"
"1169";"ENSMUSG00000008384"
"1170";"ENSMUSG00000008393"
"1171";"ENSMUSG00000008398"
"1172";"ENSMUSG00000008429"
"1173";"ENSMUSG00000008435"
"1174";"ENSMUSG00000008438"
"1175";"ENSMUSG00000008450"
"1176";"ENSMUSG00000008461"
"1177";"ENSMUSG00000008475"
"1178";"ENSMUSG00000008482"
"1179";"ENSMUSG00000008489"
"1180";"ENSMUSG00000008496"
"1181";"ENSMUSG00000008540"
"1182";"ENSMUSG00000008575"
"1183";"ENSMUSG00000008590"
"1184";"ENSMUSG00000008601"
"1185";"ENSMUSG00000008604"
"1186";"ENSMUSG00000008658"
"1187";"ENSMUSG00000008668"
"1188";"ENSMUSG00000008682"
"1189";"ENSMUSG00000008683"
"1190";"ENSMUSG00000008690"
"1191";"ENSMUSG00000008730"
"1192";"ENSMUSG00000008734"
"1193";"ENSMUSG00000008763"
"1194";"ENSMUSG00000008789"
"1195";"ENSMUSG00000008813"
"1196";"ENSMUSG00000008822"
"1197";"ENSMUSG00000008843"
"1198";"ENSMUSG00000008845"
"1199";"ENSMUSG00000008855"
"1200";"ENSMUSG00000008859"
"1201";"ENSMUSG00000008874"
"1202";"ENSMUSG00000008892"
"1203";"ENSMUSG00000008932"
"1204";"ENSMUSG00000008958"
"1205";"ENSMUSG00000008976"
"1206";"ENSMUSG00000008999"
"1207";"ENSMUSG00000009013"
"1208";"ENSMUSG00000009030"
"1209";"ENSMUSG00000009035"
"1210";"ENSMUSG00000009047"
"1211";"ENSMUSG00000009070"
"1212";"ENSMUSG00000009073"
"1213";"ENSMUSG00000009075"
"1214";"ENSMUSG00000009076"
"1215";"ENSMUSG00000009079"
"1216";"ENSMUSG00000009090"
"1217";"ENSMUSG00000009092"
"1218";"ENSMUSG00000009093"
"1219";"ENSMUSG00000009097"
"1220";"ENSMUSG00000009108"
"1221";"ENSMUSG00000009112"
"1222";"ENSMUSG00000009114"
"1223";"ENSMUSG00000009115"
"1224";"ENSMUSG00000009145"
"1225";"ENSMUSG00000009185"
"1226";"ENSMUSG00000009207"
"1227";"ENSMUSG00000009210"
"1228";"ENSMUSG00000009214"
"1229";"ENSMUSG00000009216"
"1230";"ENSMUSG00000009246"
"1231";"ENSMUSG00000009248"
"1232";"ENSMUSG00000009281"
"1233";"ENSMUSG00000009291"
"1234";"ENSMUSG00000009292"
"1235";"ENSMUSG00000009293"
"1236";"ENSMUSG00000009350"
"1237";"ENSMUSG00000009356"
"1238";"ENSMUSG00000009376"
"1239";"ENSMUSG00000009378"
"1240";"ENSMUSG00000009394"
"1241";"ENSMUSG00000009406"
"1242";"ENSMUSG00000009418"
"1243";"ENSMUSG00000009470"
"1244";"ENSMUSG00000009471"
"1245";"ENSMUSG00000009487"
"1246";"ENSMUSG00000009535"
"1247";"ENSMUSG00000009545"
"1248";"ENSMUSG00000009549"
"1249";"ENSMUSG00000009551"
"1250";"ENSMUSG00000009555"
"1251";"ENSMUSG00000009563"
"1252";"ENSMUSG00000009566"
"1253";"ENSMUSG00000009569"
"1254";"ENSMUSG00000009575"
"1255";"ENSMUSG00000009580"
"1256";"ENSMUSG00000009585"
"1257";"ENSMUSG00000009588"
"1258";"ENSMUSG00000009596"
"1259";"ENSMUSG00000009614"
"1260";"ENSMUSG00000009621"
"1261";"ENSMUSG00000009628"
"1262";"ENSMUSG00000009630"
"1263";"ENSMUSG00000009633"
"1264";"ENSMUSG00000009640"
"1265";"ENSMUSG00000009646"
"1266";"ENSMUSG00000009647"
"1267";"ENSMUSG00000009654"
"1268";"ENSMUSG00000009670"
"1269";"ENSMUSG00000009681"
"1270";"ENSMUSG00000009687"
"1271";"ENSMUSG00000009731"
"1272";"ENSMUSG00000009733"
"1273";"ENSMUSG00000009734"
"1274";"ENSMUSG00000009739"
"1275";"ENSMUSG00000009741"
"1276";"ENSMUSG00000009772"
"1277";"ENSMUSG00000009828"
"1278";"ENSMUSG00000009863"
"1279";"ENSMUSG00000009876"
"1280";"ENSMUSG00000009894"
"1281";"ENSMUSG00000009900"
"1282";"ENSMUSG00000009905"
"1283";"ENSMUSG00000009907"
"1284";"ENSMUSG00000009927"
"1285";"ENSMUSG00000009941"
"1286";"ENSMUSG00000009995"
"1287";"ENSMUSG00000010021"
"1288";"ENSMUSG00000010025"
"1289";"ENSMUSG00000010044"
"1290";"ENSMUSG00000010045"
"1291";"ENSMUSG00000010047"
"1292";"ENSMUSG00000010048"
"1293";"ENSMUSG00000010051"
"1294";"ENSMUSG00000010054"
"1295";"ENSMUSG00000010057"
"1296";"ENSMUSG00000010064"
"1297";"ENSMUSG00000010066"
"1298";"ENSMUSG00000010067"
"1299";"ENSMUSG00000010080"
"1300";"ENSMUSG00000010086"
"1301";"ENSMUSG00000010095"
"1302";"ENSMUSG00000010097"
"1303";"ENSMUSG00000010110"
"1304";"ENSMUSG00000010122"
"1305";"ENSMUSG00000010136"
"1306";"ENSMUSG00000010142"
"1307";"ENSMUSG00000010154"
"1308";"ENSMUSG00000010175"
"1309";"ENSMUSG00000010205"
"1310";"ENSMUSG00000010277"
"1311";"ENSMUSG00000010290"
"1312";"ENSMUSG00000010307"
"1313";"ENSMUSG00000010311"
"1314";"ENSMUSG00000010342"
"1315";"ENSMUSG00000010358"
"1316";"ENSMUSG00000010362"
"1317";"ENSMUSG00000010376"
"1318";"ENSMUSG00000010392"
"1319";"ENSMUSG00000010406"
"1320";"ENSMUSG00000010435"
"1321";"ENSMUSG00000010453"
"1322";"ENSMUSG00000010461"
"1323";"ENSMUSG00000010476"
"1324";"ENSMUSG00000010492"
"1325";"ENSMUSG00000010505"
"1326";"ENSMUSG00000010517"
"1327";"ENSMUSG00000010529"
"1328";"ENSMUSG00000010538"
"1329";"ENSMUSG00000010554"
"1330";"ENSMUSG00000010592"
"1331";"ENSMUSG00000010601"
"1332";"ENSMUSG00000010607"
"1333";"ENSMUSG00000010608"
"1334";"ENSMUSG00000010609"
"1335";"ENSMUSG00000010651"
"1336";"ENSMUSG00000010660"
"1337";"ENSMUSG00000010663"
"1338";"ENSMUSG00000010721"
"1339";"ENSMUSG00000010751"
"1340";"ENSMUSG00000010755"
"1341";"ENSMUSG00000010760"
"1342";"ENSMUSG00000010796"
"1343";"ENSMUSG00000010797"
"1344";"ENSMUSG00000010803"
"1345";"ENSMUSG00000010825"
"1346";"ENSMUSG00000010830"
"1347";"ENSMUSG00000010841"
"1348";"ENSMUSG00000010911"
"1349";"ENSMUSG00000010914"
"1350";"ENSMUSG00000010936"
"1351";"ENSMUSG00000011008"
"1352";"ENSMUSG00000011034"
"1353";"ENSMUSG00000011052"
"1354";"ENSMUSG00000011096"
"1355";"ENSMUSG00000011114"
"1356";"ENSMUSG00000011118"
"1357";"ENSMUSG00000011148"
"1358";"ENSMUSG00000011154"
"1359";"ENSMUSG00000011158"
"1360";"ENSMUSG00000011171"
"1361";"ENSMUSG00000011179"
"1362";"ENSMUSG00000011254"
"1363";"ENSMUSG00000011256"
"1364";"ENSMUSG00000011257"
"1365";"ENSMUSG00000011263"
"1366";"ENSMUSG00000011267"
"1367";"ENSMUSG00000011305"
"1368";"ENSMUSG00000011306"
"1369";"ENSMUSG00000011349"
"1370";"ENSMUSG00000011350"
"1371";"ENSMUSG00000011382"
"1372";"ENSMUSG00000011427"
"1373";"ENSMUSG00000011463"
"1374";"ENSMUSG00000011486"
"1375";"ENSMUSG00000011589"
"1376";"ENSMUSG00000011632"
"1377";"ENSMUSG00000011658"
"1378";"ENSMUSG00000011751"
"1379";"ENSMUSG00000011752"
"1380";"ENSMUSG00000011831"
"1381";"ENSMUSG00000011832"
"1382";"ENSMUSG00000011837"
"1383";"ENSMUSG00000011877"
"1384";"ENSMUSG00000011884"
"1385";"ENSMUSG00000011958"
"1386";"ENSMUSG00000011960"
"1387";"ENSMUSG00000012017"
"1388";"ENSMUSG00000012042"
"1389";"ENSMUSG00000012076"
"1390";"ENSMUSG00000012114"
"1391";"ENSMUSG00000012117"
"1392";"ENSMUSG00000012123"
"1393";"ENSMUSG00000012126"
"1394";"ENSMUSG00000012187"
"1395";"ENSMUSG00000012211"
"1396";"ENSMUSG00000012282"
"1397";"ENSMUSG00000012296"
"1398";"ENSMUSG00000012350"
"1399";"ENSMUSG00000012396"
"1400";"ENSMUSG00000012405"
"1401";"ENSMUSG00000012422"
"1402";"ENSMUSG00000012428"
"1403";"ENSMUSG00000012429"
"1404";"ENSMUSG00000012443"
"1405";"ENSMUSG00000012483"
"1406";"ENSMUSG00000012519"
"1407";"ENSMUSG00000012520"
"1408";"ENSMUSG00000012535"
"1409";"ENSMUSG00000012609"
"1410";"ENSMUSG00000012640"
"1411";"ENSMUSG00000012705"
"1412";"ENSMUSG00000012777"
"1413";"ENSMUSG00000012819"
"1414";"ENSMUSG00000012848"
"1415";"ENSMUSG00000012889"
"1416";"ENSMUSG00000013033"
"1417";"ENSMUSG00000013076"
"1418";"ENSMUSG00000013083"
"1419";"ENSMUSG00000013089"
"1420";"ENSMUSG00000013091"
"1421";"ENSMUSG00000013150"
"1422";"ENSMUSG00000013155"
"1423";"ENSMUSG00000013158"
"1424";"ENSMUSG00000013160"
"1425";"ENSMUSG00000013236"
"1426";"ENSMUSG00000013275"
"1427";"ENSMUSG00000013338"
"1428";"ENSMUSG00000013353"
"1429";"ENSMUSG00000013367"
"1430";"ENSMUSG00000013415"
"1431";"ENSMUSG00000013418"
"1432";"ENSMUSG00000013419"
"1433";"ENSMUSG00000013465"
"1434";"ENSMUSG00000013483"
"1435";"ENSMUSG00000013495"
"1436";"ENSMUSG00000013523"
"1437";"ENSMUSG00000013539"
"1438";"ENSMUSG00000013562"
"1439";"ENSMUSG00000013584"
"1440";"ENSMUSG00000013593"
"1441";"ENSMUSG00000013611"
"1442";"ENSMUSG00000013622"
"1443";"ENSMUSG00000013629"
"1444";"ENSMUSG00000013643"
"1445";"ENSMUSG00000013646"
"1446";"ENSMUSG00000013653"
"1447";"ENSMUSG00000013662"
"1448";"ENSMUSG00000013663"
"1449";"ENSMUSG00000013668"
"1450";"ENSMUSG00000013698"
"1451";"ENSMUSG00000013701"
"1452";"ENSMUSG00000013707"
"1453";"ENSMUSG00000013736"
"1454";"ENSMUSG00000013766"
"1455";"ENSMUSG00000013787"
"1456";"ENSMUSG00000013822"
"1457";"ENSMUSG00000013833"
"1458";"ENSMUSG00000013846"
"1459";"ENSMUSG00000013858"
"1460";"ENSMUSG00000013878"
"1461";"ENSMUSG00000013921"
"1462";"ENSMUSG00000013928"
"1463";"ENSMUSG00000013936"
"1464";"ENSMUSG00000013973"
"1465";"ENSMUSG00000013974"
"1466";"ENSMUSG00000013997"
"1467";"ENSMUSG00000014030"
"1468";"ENSMUSG00000014039"
"1469";"ENSMUSG00000014074"
"1470";"ENSMUSG00000014075"
"1471";"ENSMUSG00000014077"
"1472";"ENSMUSG00000014104"
"1473";"ENSMUSG00000014158"
"1474";"ENSMUSG00000014164"
"1475";"ENSMUSG00000014177"
"1476";"ENSMUSG00000014195"
"1477";"ENSMUSG00000014198"
"1478";"ENSMUSG00000014226"
"1479";"ENSMUSG00000014232"
"1480";"ENSMUSG00000014243"
"1481";"ENSMUSG00000014245"
"1482";"ENSMUSG00000014294"
"1483";"ENSMUSG00000014301"
"1484";"ENSMUSG00000014303"
"1485";"ENSMUSG00000014313"
"1486";"ENSMUSG00000014329"
"1487";"ENSMUSG00000014349"
"1488";"ENSMUSG00000014351"
"1489";"ENSMUSG00000014353"
"1490";"ENSMUSG00000014355"
"1491";"ENSMUSG00000014361"
"1492";"ENSMUSG00000014402"
"1493";"ENSMUSG00000014418"
"1494";"ENSMUSG00000014426"
"1495";"ENSMUSG00000014444"
"1496";"ENSMUSG00000014453"
"1497";"ENSMUSG00000014470"
"1498";"ENSMUSG00000014496"
"1499";"ENSMUSG00000014498"
"1500";"ENSMUSG00000014503"
"1501";"ENSMUSG00000014504"
"1502";"ENSMUSG00000014529"
"1503";"ENSMUSG00000014542"
"1504";"ENSMUSG00000014543"
"1505";"ENSMUSG00000014547"
"1506";"ENSMUSG00000014550"
"1507";"ENSMUSG00000014551"
"1508";"ENSMUSG00000014554"
"1509";"ENSMUSG00000014592"
"1510";"ENSMUSG00000014599"
"1511";"ENSMUSG00000014601"
"1512";"ENSMUSG00000014602"
"1513";"ENSMUSG00000014603"
"1514";"ENSMUSG00000014606"
"1515";"ENSMUSG00000014609"
"1516";"ENSMUSG00000014633"
"1517";"ENSMUSG00000014668"
"1518";"ENSMUSG00000014686"
"1519";"ENSMUSG00000014704"
"1520";"ENSMUSG00000014725"
"1521";"ENSMUSG00000014747"
"1522";"ENSMUSG00000014748"
"1523";"ENSMUSG00000014763"
"1524";"ENSMUSG00000014767"
"1525";"ENSMUSG00000014769"
"1526";"ENSMUSG00000014771"
"1527";"ENSMUSG00000014773"
"1528";"ENSMUSG00000014776"
"1529";"ENSMUSG00000014778"
"1530";"ENSMUSG00000014782"
"1531";"ENSMUSG00000014786"
"1532";"ENSMUSG00000014791"
"1533";"ENSMUSG00000014813"
"1534";"ENSMUSG00000014837"
"1535";"ENSMUSG00000014846"
"1536";"ENSMUSG00000014850"
"1537";"ENSMUSG00000014852"
"1538";"ENSMUSG00000014856"
"1539";"ENSMUSG00000014859"
"1540";"ENSMUSG00000014867"
"1541";"ENSMUSG00000014873"
"1542";"ENSMUSG00000014905"
"1543";"ENSMUSG00000014907"
"1544";"ENSMUSG00000014932"
"1545";"ENSMUSG00000014956"
"1546";"ENSMUSG00000014959"
"1547";"ENSMUSG00000014980"
"1548";"ENSMUSG00000015001"
"1549";"ENSMUSG00000015002"
"1550";"ENSMUSG00000015013"
"1551";"ENSMUSG00000015016"
"1552";"ENSMUSG00000015023"
"1553";"ENSMUSG00000015027"
"1554";"ENSMUSG00000015053"
"1555";"ENSMUSG00000015083"
"1556";"ENSMUSG00000015085"
"1557";"ENSMUSG00000015087"
"1558";"ENSMUSG00000015090"
"1559";"ENSMUSG00000015092"
"1560";"ENSMUSG00000015093"
"1561";"ENSMUSG00000015094"
"1562";"ENSMUSG00000015095"
"1563";"ENSMUSG00000015112"
"1564";"ENSMUSG00000015120"
"1565";"ENSMUSG00000015126"
"1566";"ENSMUSG00000015127"
"1567";"ENSMUSG00000015133"
"1568";"ENSMUSG00000015134"
"1569";"ENSMUSG00000015143"
"1570";"ENSMUSG00000015149"
"1571";"ENSMUSG00000015165"
"1572";"ENSMUSG00000015176"
"1573";"ENSMUSG00000015189"
"1574";"ENSMUSG00000015202"
"1575";"ENSMUSG00000015214"
"1576";"ENSMUSG00000015217"
"1577";"ENSMUSG00000015222"
"1578";"ENSMUSG00000015224"
"1579";"ENSMUSG00000015242"
"1580";"ENSMUSG00000015243"
"1581";"ENSMUSG00000015247"
"1582";"ENSMUSG00000015289"
"1583";"ENSMUSG00000015290"
"1584";"ENSMUSG00000015291"
"1585";"ENSMUSG00000015305"
"1586";"ENSMUSG00000015312"
"1587";"ENSMUSG00000015314"
"1588";"ENSMUSG00000015316"
"1589";"ENSMUSG00000015335"
"1590";"ENSMUSG00000015337"
